iso3,country,hdicode,region,gii_rank_2019,gii_1995,gii_2000,gii_2005,gii_2010,gii_2011,gii_2012,gii_2013,gii_2014,gii_2015,gii_2016,gii_2017,gii_2018,gii_2019,mmr_1995,mmr_2000,mmr_2005,mmr_2010,mmr_2011,mmr_2012,mmr_2013,mmr_2014,mmr_2015,mmr_2016,mmr_2017,abr_1995,abr_2000,abr_2005,abr_2010,abr_2011,abr_2012,abr_2013,abr_2014,abr_2015,abr_2016,abr_2017,abr_2018,abr_2019,se_f_1995,se_f_2000,se_f_2005,se_f_2010,se_f_2011,se_f_2012,se_f_2013,se_f_2014,se_f_2015,se_f_2016,se_f_2017,se_f_2018,se_f_2019,se_m_1995,se_m_2000,se_m_2005,se_m_2010,se_m_2011,se_m_2012,se_m_2013,se_m_2014,se_m_2015,se_m_2016,se_m_2017,se_m_2018,se_m_2019,pr_f_1995,pr_f_1997,pr_f_2000,pr_f_2005,pr_f_2010,pr_f_2011,pr_f_2012,pr_f_2013,pr_f_2014,pr_f_2015,pr_f_2016,pr_f_2017,pr_f_2018,pr_f_2019,pr_m_1995,pr_m_1997,pr_m_2000,pr_m_2005,pr_m_2010,pr_m_2011,pr_m_2012,pr_m_2013,pr_m_2014,pr_m_2015,pr_m_2016,pr_m_2017,pr_m_2018,pr_m_2019,lfpr_f_1995,lfpr_f_2000,lfpr_f_2005,lfpr_f_2010,lfpr_f_2011,lfpr_f_2012,lfpr_f_2013,lfpr_f_2014,lfpr_f_2015,lfpr_f_2016,lfpr_f_2017,lfpr_f_2018,lfpr_f_2019,lfpr_m_1995,lfpr_m_2000,lfpr_m_2005,lfpr_m_2010,lfpr_m_2011,lfpr_m_2012,lfpr_m_2013,lfpr_m_2014,lfpr_m_2015,lfpr_m_2016,lfpr_m_2017,lfpr_m_2018,lfpr_m_2019
NZL,New Zealand,Very High,,33,0.222,0.19,0.17,0.174,0.165,0.161,0.157,0.157,0.149,0.147,0.133,0.129,0.123,15,12,11,11,10,10,9,10,10,10,9,33.398,29.862,26.721,30.101,28.6666,27.2322,25.7978,24.3634,22.929,22.01425,21.0995,20.18475,19.27,63.1,72.07368636,81.04737273,92.55367,94.98156,94.72683,96.765075,98.80332,99.17343,97.18917,97.18917,97.18917,97.38831267,65.65,74.30602727,82.96205455,93.212364,95.34214,95.46155,97.07543,98.68931,98.68931,98.8453,98.8453,96.58734,96.85121934,29.16666667,29.16666667,30.83333333,32.23140496,33.60655738,32.23140496,32.23140496,32.23140496,29.75206612,31.40495868,31.40495868,38.33333333,38.33333333,40.83333333,70.83333333,70.83333333,69.16666667,67.76859504,66.39344262,67.76859504,67.76859504,67.76859504,70.24793388,68.59504132,68.59504132,61.66666667,61.66666667,59.16666667,55.115,56.689,60.097,60.966,61.442,61.574,62.009,62.899,62.84,63.918,64.643,64.832,64.772,73.877,73.228,74.729,73.82,73.965,73.42,73.45,74.209,74.135,75.001,75.777,75.42,75.335
OMN,Oman,Very High,AS,68,,,0.387,0.328,0.321,0.319,0.317,0.314,0.325,0.319,0.317,0.315,0.306,21,20,19,18,18,18,18,18,19,19,19,72.907,43.453,21.069,13.595,13.8746,14.1542,14.4338,14.7134,14.993,14.50875,14.0245,13.54025,13.056,,25.0631873,38.373678,51.11357,54.82954167,58.54551333,62.261485,65.97745667,69.69342833,73.4094,73.4094,73.4094,73.4094,,35.82921147,48.780182,53.02023,54.0485375,55.076845,56.1051525,57.13346,57.13346,63.65985,63.65985,63.65985,63.65985,,,,7.80141844,8.974358974,9.580838323,9.580838323,9.580838323,9.580838323,8.235294118,8.823529412,8.823529412,8.823529412,9.88372093,,,,92.19858156,91.02564103,90.41916168,90.41916168,90.41916168,90.41916168,91.76470588,91.17647059,91.17647059,91.17647059,90.11627907,22.111,23.336,24.691,27.03,27.486,28.063,28.749,29.51,30.296,30.823,31.003,30.948,30.986,81.796,77.183,77.398,82.204,83.141,84.348,85.663,87.007,88.29,88.425,88.887,89.364,89.895
PAK,Pakistan,Medium,SA,135,0.766,,0.601,0.572,0.57,0.555,0.554,0.548,0.541,0.539,0.538,0.54,0.538,351,286,237,191,180,173,166,161,154,143,140,80.017,64.305,51.117,43.583,43.1674,42.7518,42.3362,41.9206,41.505,40.82925,40.1535,39.47775,38.802,9.84,12.84,19.91,20.67874,19.31089,24.366,25.21695,26.97026,26.8587,26.74714,27.56918,27.56918,27.56918,21.4096395,24.02844594,32.08576,44.90627,46.0935,45.12879,45.21171,47.25516,47.25516,47.25516,45.65944,45.65944,45.65944,2.631578947,2.631578947,,20.58823529,21.04072398,21.26696833,21.07623318,19.67213115,19.67213115,20.04504505,20.04504505,20.04504505,20,20,97.36842105,97.36842105,,79.41176471,78.95927602,78.73303167,78.92376682,80.32786885,80.32786885,79.95495495,79.95495495,79.95495495,80,80,12.507,16.067,18.379,21.718,22.068,22.314,22.578,22.916,23.861,23.099,22.363,21.652,21.919,83.219,83.792,82.375,79.895,79.549,79.992,80.432,79.845,80.826,81.153,81.467,81.759,81.743
PAN,Panama,Very High,LAC,94,0.525,0.513,0.476,0.504,0.504,0.498,0.488,0.435,0.432,0.427,0.422,0.416,0.407,101,91,88,79,76,74,66,60,58,55,52,97.996,93.983,89.667,87.93,87.7162,87.5024,87.2886,87.0748,86.861,85.60275,84.3445,83.08625,81.828,47.027765,48.92553,55.72607,62.52661,64.41408667,66.30156333,68.18904,70.07651667,71.96399334,72.70046695,72.70046695,74.83046639,74.83046639,41.27041436,45.62895,52.675895,59.72284,61.32344156,62.92404312,64.52464467,66.12524623,67.72584779,68.39889969,68.39889969,68.39889969,68.56481576,9.722222222,9.722222222,9.85915493,16.66666667,8.450704225,8.450704225,8.450704225,8.450704225,19.29824561,18.30985915,18.30985915,18.30985915,18.30985915,21.12676056,90.27777778,90.27777778,90.14084507,83.33333333,91.54929577,91.54929577,91.54929577,91.54929577,80.70175439,81.69014085,81.69014085,81.69014085,81.69014085,78.87323944,42.795,44.859,47.952,47.088,45.424,47.961,49.488,49.523,50.71,51.231,50.974,53.412,53.428,81.745,80.944,81.105,79.999,79.243,80.492,80.768,79.905,79.183,79.652,79,79.985,79.906
PER,Peru,High,LAC,87,0.549,,0.464,0.43,0.44,0.436,0.432,0.428,0.425,0.408,0.411,0.401,0.395,188,144,118,104,102,100,98,96,94,91,88,80.255,73.871,71.509,71.551,69.7044,67.8578,66.0112,64.1646,62.318,60.959,59.6,58.241,56.882,42.6,50.7,43.56757,53.16087,54.11064,56.29248,57.25761,56.20445,57.09268,57.70931,48.92322,58.94257,58.94257,54.75,62.48,50.85571,65.16293,65.0407,66.06776,66.65043,66.95919,67.45924,68.09737667,68.73551333,69.37365,69.37365,10.83333333,10.83333333,,18.33333333,27.5,21.53846154,21.53846154,21.53846154,22.30769231,22.30769231,27.69230769,27.69230769,27.69230769,30,89.16666667,89.16666667,,81.66666667,72.5,78.46153846,78.46153846,78.46153846,77.69230769,77.69230769,72.30769231,72.30769231,72.30769231,70,50.066,54.913,64.12,72.065,71.289,71.062,70.48,69.489,67.861,67.95,69.462,69.969,70.281,77.937,80.273,81.443,85.894,85.664,85.613,85.021,84.442,83.773,82.783,84.584,84.777,85.143
PHL,Philippines,High,EAP,104,0.503,0.493,0.481,0.457,0.454,0.454,0.441,0.439,0.436,0.431,0.432,0.429,0.43,171,160,156,144,141,139,136,131,127,124,121,50.986,49.062,53.872,54.582,55.1214,55.6608,56.2002,56.7396,57.279,56.49775,55.7165,54.93525,54.154,46.60545,49.0109,65.05352,67.47255,68.68415333,69.89575667,71.10736,72.84075935,74.57415869,75.59380536,75.59380536,75.59380536,75.59380536,48.45703,49.27406,62.7255375,65.62417,66.74630667,67.86844333,68.99058,70.27030333,71.55002666,72.38818412,72.38818412,72.38818412,72.38818412,11.61825726,11.61825726,11.83673469,15.38461538,21.45214521,22.14983713,22.14983713,27.15654952,27.15654952,27.07006369,29.43037975,29.11392405,29.11392405,28.04878049,88.38174274,88.38174274,88.16326531,84.61538462,78.54785479,77.85016287,77.85016287,72.84345048,72.84345048,72.92993631,70.56962025,70.88607595,70.88607595,71.95121951,47.767,47.735,47.546,48.482,49.245,48.823,48.753,49.524,49.264,48.56,45.419,45.991,46.1,77.519,77.338,76.391,75.946,76.598,76.08,75.623,76.172,75.249,75.855,74.039,73.274,73.258
PLW,Palau,Very High,EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.88915,96.88915,96.88915,96.88915,96.88915,96.88915,96.88915,,,,,,,97.33132,97.33132,97.33132,97.33132,97.33132,97.33132,97.33132,3.333333333,3.333333333,3.333333333,0.1,6.896551724,6.896551724,10.34482759,10.34482759,10.34482759,10.34482759,13.79310345,13.79310345,13.79310345,13.79310345,96.66666667,96.66666667,96.66666667,99.9,93.10344828,93.10344828,89.65517241,89.65517241,89.65517241,89.65517241,86.20689655,86.20689655,86.20689655,86.20689655,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,Papua New Guinea,Medium,EAP,161,0.657,0.65,0.667,0.65,0.647,0.588,0.584,0.58,0.577,0.573,0.728,0.726,0.725,274,249,200,168,166,164,160,155,151,148,145,75.832,71.605,65.003,61.102,60.1964,59.2908,58.3852,57.4796,56.574,55.59425,54.6145,53.63475,52.655,8.74,7.73,7.11,7.58,7.884,8.188,8.492,8.796,8.796,9.1,9.52,9.94,9.987125672,18.9,16.88,15.22,14.53,14.584,14.638,14.692,14.746,14.746,14.8,14.98,15.16,15.16,1.834862385,1.834862385,1.834862385,0.917431193,0.917431193,0.917431193,2.702702703,2.702702703,2.702702703,2.702702703,2.702702703,0.1,0.1,0.1,98.16513761,98.16513761,98.16513761,99.08256881,99.08256881,99.08256881,97.2972973,97.2972973,97.2972973,97.2972973,97.2972973,99.9,99.9,99.9,69.647,70.554,59.634,47.203,47.269,47.206,47.163,46.815,46.596,46.52,46.531,46.582,46.316,72.217,73.395,62.493,49.32,49.381,49.255,49.159,48.587,48.193,48.065,48.09,48.185,48.044
POL,Poland,Very High,,28,0.252,0.205,0.164,0.17,0.156,0.154,0.153,0.15,0.141,0.137,0.131,0.126,0.115,12,7,4,3,3,3,3,2,2,2,2,29.363,19.034,15.49,15.941,15.6194,15.2978,14.9762,14.6546,14.333,13.38425,12.4355,11.48675,10.538,60.56,64.93987857,71.13422,77.88516,78.77568,79.41643,80.36418,81.08059,81.966835,82.85308,82.85308,82.85308,83.14769421,70.13,73.60175333,78.614885,84.32086,84.96725,85.51348,86.24192,86.94408,86.94408,86.94408,86.94408,88.08009,88.50989554,12.67857143,12.67857143,12.67857143,19.10714286,17.85714286,21.78571429,21.78571429,21.78571429,22.32142857,24.82142857,24.82142857,25.53571429,25.53571429,27.85714286,87.32142857,87.32142857,87.32142857,80.89285714,82.14285714,78.21428571,78.21428571,78.21428571,77.67857143,75.17857143,75.17857143,74.46428571,74.46428571,72.14285714,51.151,49.58,47.787,48.272,48.325,48.668,48.633,48.971,48.758,48.751,48.855,48.914,48.629,66.622,63.559,63.029,64.264,64.482,64.74,64.901,65.276,65.149,65.516,65.952,65.795,65.459
PRK,Korea (Democratic People's Rep. of),,EAP,,,,,,,,,,,,,,,96,139,120,106,100,96,94,93,91,90,89,1.755,1.246,0.96,0.624,0.561,0.498,0.435,0.372,0.309,0.3025,0.296,0.2895,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,20.08733624,20.08733624,20.08733624,20.08733624,15.57496361,15.57496361,15.57496361,15.57496361,16.30276565,16.30276565,16.30276565,16.30276565,16.30276565,17.61280932,79.91266376,79.91266376,79.91266376,79.91266376,84.42503639,84.42503639,84.42503639,84.42503639,83.69723435,83.69723435,83.69723435,83.69723435,83.69723435,82.38719068,76.8,75.748,74.853,74.193,74.061,73.949,73.846,73.76,73.676,73.615,73.577,73.527,73.441,89.714,89.329,88.614,87.995,87.87,87.814,87.781,87.778,87.741,87.725,87.768,87.784,87.77
PRT,Portugal,Very High,,17,0.221,0.19,0.17,0.135,0.129,0.124,0.115,0.11,0.099,0.095,0.09,0.085,0.075,11,10,9,9,9,9,8,8,9,9,8,21.845,20.417,20.199,16.236,15.2716,14.3072,13.3428,12.3784,11.414,10.6555,9.897,9.1385,8.38,21.4237125,23.92329,32.61324,41.07654,44.895,47.17182,48.82088,50.77517,52.07866,53.63211,54.38361,53.86539,53.86539,22.37363774,26.49012,34.3893,41.56025,45.13608,47.2972,49.82103,52.22312,53.43535,54.84427,54.829175,54.81408,54.81408,13.04347826,13.04347826,17.39130435,21.30434783,27.39130435,28.69565217,28.69565217,31.30434783,31.30434783,34.7826087,34.7826087,34.7826087,34.7826087,38.69565217,86.95652174,86.95652174,82.60869565,78.69565217,72.60869565,71.30434783,71.30434783,68.69565217,68.69565217,65.2173913,65.2173913,65.2173913,65.2173913,61.30434783,49.261,52.686,55.293,55.811,54.601,54.637,54.107,53.773,53.747,53.526,54.096,54.517,54.195,68.618,69.689,69.306,66.91,66.842,66.069,64.957,64.444,64.171,64.221,64.656,64.524,64.082
PRY,Paraguay,High,LAC,107,0.587,0.555,0.531,0.494,0.485,0.473,0.453,0.457,0.455,0.452,0.453,0.45,0.446,188,165,137,108,103,98,94,91,88,86,84,92.404,90.219,84.771,78.35,77.2654,76.1808,75.0962,74.0116,72.927,72.32125,71.7155,71.10975,70.504,25.67,25.21,39.21453,32.021352,35.572864,41.70268,46.10526,46.2274,46.99317,47.25515,48.251875,49.2486,49.2486,28.59,24.61,44.33353,37.097772,39.585644,43.50038,47.00397,47.04926,49.19797,48.27803,49.615755,50.95348,51.15980178,5.6,5.6,8,9.6,13.6,13.6,13.6,18.4,16.8,16.8,16.8,16,16,16.8,94.4,94.4,92,90.4,86.4,86.4,86.4,81.6,83.2,83.2,83.2,84,84,83.2,53.007,52.551,56.051,53.854,55.426,60.291,58.745,55.988,55.937,56.289,56.565,59.012,59.22,85.669,86.383,85.335,83.747,82.744,84.133,83.545,82.789,82.92,84.047,84.148,84.654,84.606
PSE,"Palestine, State of",High,AS,,,,,,,,,,,,,,,87,70,59,45,42,40,36,37,32,29,27,110.087,97.004,70.548,65.827,64.82,63.813,62.806,61.799,60.792,58.7855,56.779,54.7725,52.766,,37.89047346,40.83576,49.15026,51.01509,53.94371,55.61765,56.27014,58.51325,60.01609,61.7785,63.54091,63.54091,,49.61226501,51.82807,56.12934,57.47102,59.40646,60.38777,61.24104,62.25176,62.1679,63.55356,64.93922,64.93922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.868,12.472,12.695,13.75,15.263,15.748,15.409,16.142,17.618,17.141,17.434,17.449,17.693,69.353,68.577,64.454,64.721,65.879,66.098,66.698,66.757,69.18,69.536,70.003,69.1,69.497
QAT,Qatar,Very High,AS,43,,,,0.557,0.535,0.536,0.538,0.53,0.524,0.521,0.188,0.187,0.185,15,14,12,10,10,10,10,10,9,9,9,44.005,22.76,18.969,15.244,14.4488,13.6536,12.8584,12.0632,11.268,10.9315,10.595,10.2585,9.922,49.2,54.51628889,62.05987333,44.52801,62.66423,66.67165,69.79152,70.91222,72.193775,73.47533,75.77124,75.77124,76.09473255,43.07,46.71,55.79605333,46.67417,50.12847,59.03726,69.41268,67.78817,66.953625,66.11908,66.18224,66.18224,66.24035425,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.756097561,9.756097561,9.756097561,,,,,99.9,99.9,99.9,99.9,99.9,99.9,99.9,90.24390244,90.24390244,90.24390244,46.358,41.733,45.703,51.44,52.892,54.281,55.812,57.405,58.936,58.106,57.384,56.937,56.811,94.399,92.403,93.916,96.278,95.095,94.436,94.296,94.627,95.202,94.737,94.403,94.457,94.73
ROU,Romania,Very High,,61,0.479,,0.357,0.357,0.345,0.329,0.32,0.318,0.317,0.317,0.279,0.279,0.276,86,54,35,27,24,23,21,21,21,21,19,47.235,40.319,35.469,41.632,40.6178,39.6036,38.5894,37.5752,36.561,36.4735,36.386,36.2985,36.211,70.62,73.21133571,78.760782,83.94626,85.10766,86.05882,86.63778,86.11928,86.52654,87.18482,87.89743,87.89743,88.15230784,82.03,83.80359286,87.759828,90.93454,91.59545,92.04605,92.50292,92.24331,92.69902,93.06764,93.39303,93.39303,93.55600967,5.555555556,5.555555556,,10.68376068,9.766454352,9.656652361,11.56462585,11.56462585,11.66380789,11.95079086,11.95079086,18.70967742,18.70967742,19.56989247,94.44444444,94.44444444,,89.31623932,90.23354565,90.34334764,88.43537415,88.43537415,88.33619211,88.04920914,88.04920914,81.29032258,81.29032258,80.43010753,61.823,57.957,46.297,46.31,46.133,46.273,46.005,46.146,45.188,44.465,45.934,45.748,45.315,75.234,71.183,61.139,64.281,62.768,63.613,63.614,64.066,64.412,63.678,64.75,65.07,64.736
RUS,Russian Federation,Very High,,50,0.467,0.422,0.359,0.305,0.298,0.288,0.279,0.273,0.256,0.254,0.236,0.231,0.225,83,56,42,25,23,22,20,19,18,18,17,51.822,35.051,27.613,29.643,28.9984,28.3538,27.7092,27.0646,26.42,24.98975,23.5595,22.12925,20.699,80.34,91.52531429,93.59872375,89.59753,90.84980184,92.10207368,93.35434552,94.60661735,95.85888919,95.83950418,95.83950418,96.31389491,96.31389491,88.23,93.69232143,94.6179325,92.51907,93.07356401,93.62805801,94.18255202,94.73704603,95.29154004,95.29154004,95.29154004,95.72820449,95.72820449,7.484076433,7.484076433,5.654281099,8,11.47011309,11.14701131,12.07177814,12.07177814,12.07177814,14.51612903,13.87096774,16.12903226,16.12903226,16.4516129,92.51592357,92.51592357,94.3457189,92,88.52988691,88.85298869,87.92822186,87.92822186,87.92822186,85.48387097,86.12903226,83.87096774,83.87096774,83.5483871,53.664,54.642,55.187,55.885,56.131,56.064,55.743,55.669,55.488,55.612,55.189,55.243,54.822,70.795,69.052,67.773,70.294,70.548,70.645,70.805,70.996,71.243,71.418,70.965,70.725,70.248
RWA,Rwanda,Low,SSA,92,0.583,0.554,0.495,0.445,0.438,0.434,0.422,0.417,0.412,0.407,0.404,0.403,0.402,1330,1160,643,373,349,329,308,291,275,260,248,58.724,52.627,46.58,40.42,40.445,40.47,40.495,40.52,40.545,40.18725,39.8295,39.47175,39.114,3.57,5.02,6.32,8,8.66,9.16624,9.129965,9.09369,9.5405075,9.987325,10.4341425,10.88096,10.94261001,4.57,5.87,9.321501818,13.32087909,14.12075455,14.92063,14.67336,14.42609,14.761775,15.09746,15.433145,15.76883,15.76883,17.14285714,17.14285714,25.71428571,45.28301887,50.94339623,51.88679245,51.88679245,57.54716981,57.54716981,57.54716981,57.54716981,55.66037736,55.66037736,55.66037736,82.85714286,82.85714286,74.28571429,54.71698113,49.05660377,48.11320755,48.11320755,42.45283019,42.45283019,42.45283019,42.45283019,44.33962264,44.33962264,44.33962264,85.65,84.475,84.198,84.08,84.055,84.01,83.94,83.845,83.877,83.885,83.899,83.905,83.932,88.27,87.011,85.636,84.925,84.773,84.591,84.375,84.132,83.968,83.76,83.604,83.418,83.361
SAU,Saudi Arabia,Very High,AS,56,,,0.679,0.646,0.638,0.634,0.293,0.288,0.277,0.265,0.262,0.258,0.252,30,24,22,19,18,18,17,17,17,17,17,59.862,36.414,21.257,12.319,11.9372,11.5554,11.1736,10.7918,10.41,9.6385,8.867,8.0955,7.324,27.04,31.78774,44.88691556,54.62644333,56.57434889,58.52225444,60.10313,61.2739775,62.444825,63.6156725,64.78652,64.78652,64.78652,45.42,50.30476,54.53321556,64.37884333,66.34796889,68.31709444,69.3703,69.8773725,70.384445,70.8915175,71.39859,71.39859,72.38120855,,,,0.1,0.1,0.1,0.1,19.86754967,19.86754967,19.86754967,19.86754967,19.86754967,19.86754967,19.86754967,,,,99.9,99.9,99.9,99.9,80.13245033,80.13245033,80.13245033,80.13245033,80.13245033,80.13245033,80.13245033,14.877,16.104,17.676,18.276,19.633,20.416,20.4,20.834,22.222,23.199,22.559,21.95,22.115,77.222,75.55,74.003,74.562,75.53,77.192,78.709,79.188,79.543,79.097,78.638,78.052,78.372
SDN,Sudan,Low,AS,138,0.727,,0.664,0.616,0.609,0.601,0.593,0.585,0.564,0.557,0.549,0.544,0.545,769,667,529,408,390,368,349,333,320,308,295,108.048,110.864,120.013,110.37,104.2976,98.2252,92.1528,86.0804,80.008,76.00425,72.0005,67.99675,63.993,6.41,9.13,10.98,12.1,12.5,12.9,13.3,13.7,13.7,14.1,14.68,15.26,15.43678948,13.43,16.27,17.81,18.24,18.392,18.544,18.696,18.848,18.848,19,19.28,19.56,19.49766664,5.25,5.25,,13.6,24.18699187,24.08376963,24.08376963,24.08376963,23.75979112,31.04166667,31.04166667,31.04166667,31.04166667,27.53623188,94.75,94.75,,86.4,75.81300813,75.91623037,75.91623037,75.91623037,76.24020888,68.95833333,68.95833333,68.95833333,68.95833333,72.46376812,27.609,28.315,28.221,28.118,28.097,28.138,28.26,28.411,28.562,28.71,28.877,29.103,29.103,75.37,74.146,73.098,71.322,70.88,70.381,69.998,69.627,69.222,68.87,68.524,68.287,68.197
SEN,Senegal,Low,SSA,130,0.65,0.646,0.638,0.593,0.587,0.557,0.55,0.545,0.542,0.539,0.537,0.535,0.533,570,553,519,447,423,400,381,364,346,330,315,123.131,109.737,100.296,93.524,91.5394,89.5548,87.5702,85.5856,83.601,80.882,78.163,75.444,72.725,4.26952036,4.323000782,4.10016569,6.654416,7.17755,8.37174,9.56593,9.7393225,9.912715,10.0861075,10.2595,10.2595,10.2595,4.615372938,6.841969339,10.14274362,14.569438,15.46839,17.01813,18.56787,20.4497325,22.331595,24.2134575,26.09532,26.09532,26.47567507,11.66666667,11.66666667,14,19.16666667,29.6,29.6,42.66666667,42.66666667,43.33333333,42.66666667,42.66666667,41.81818182,41.81818182,41.81818182,88.33333333,88.33333333,86,80.83333333,70.4,70.4,57.33333333,57.33333333,56.66666667,57.33333333,57.33333333,58.18181818,58.18181818,58.18181818,33.142,33.434,33.923,34.303,34.383,34.464,34.544,34.621,34.697,34.774,34.869,34.983,35.048,73.334,70.981,69.4,64.39,63.153,61.89,60.615,59.309,57.986,57.904,57.753,57.562,57.514
SGP,Singapore,Very High,EAP,12,0.24,0.253,0.155,0.094,0.092,0.082,0.078,0.07,0.067,0.066,0.067,0.066,0.065,11,13,13,10,10,10,9,8,9,8,8,7.889,7.441,7.541,5.961,5.5506,5.1402,4.7298,4.3194,3.909,3.81425,3.7195,3.62475,3.53,46.3,61.18,66.62656,72.72867,73.16623,74.08572,74.76287,75.52369,76.14467,76.26806,76.82968,78.09105,78.09105,52.55,70.66,75.18283,79.92309,80.52645,80.98641,81.80964,81.91603,82.88254,83.26215,83.46289,85.05447,85.05447,4.761904762,4.761904762,4.301075269,15.95744681,23.40425532,22.22222222,24.24242424,24.24242424,25.25252525,23.91304348,23.76237624,23,23,23,95.23809524,95.23809524,95.69892473,84.04255319,76.59574468,77.77777778,75.75757576,75.75757576,74.74747475,76.08695652,76.23762376,77,77,77,50.569,52.152,53.34,58.079,58.827,59.798,60.134,61.371,62.573,62.514,62.136,62.074,61.97,79.41,79.217,77.771,78.652,78.469,78.886,78.655,79.003,79.358,78.847,78.981,78.382,78.298
SLB,Solomon Islands,Medium,EAP,,,,,,,,,,,,,,,305,245,188,141,134,127,122,120,112,108,104,84.761,71.123,70.113,62.621,65.6974,68.7738,71.8502,74.9266,78.003,78.003,78.003,78.003,78.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.040816327,0.1,0.1,0.1,2,2,2,2,2,2,2.040816327,4.081632653,,,97.95918367,99.9,99.9,99.9,98,98,98,98,98,98,97.95918367,95.91836735,80.852,82.336,82.922,82.691,82.374,82.302,82.274,82.265,82.245,82.214,82.178,82.144,82.096,83.801,85.372,86.063,86.026,85.708,85.626,85.592,85.588,85.585,85.568,85.56,85.561,85.551
SLE,Sierra Leone,Low,SSA,155,,0.697,0.67,0.665,0.662,0.66,0.657,0.655,0.653,0.65,0.648,0.646,0.644,2950,2480,1760,1360,1270,1210,1180,1190,1180,1120,1120,177.816,166.119,157.446,146.085,142.1864,138.2878,134.3892,130.4906,126.592,123.151,119.71,116.269,112.828,5.16,6.28,7.32,9.95,11.66,13.37,15.08,16.79,16.79,18.5,19.18,19.86,20.12582593,15.22,16.92,18.45,21.74,23.732,25.724,27.716,29.708,29.708,31.7,32.3,32.9,33.01000419,,,8.75,14.51612903,13.2231405,12.90322581,12.39669421,12.39669421,12.09677419,12.39669421,12.39669421,12.39669421,12.32876712,12.32876712,,,91.25,85.48387097,86.7768595,87.09677419,87.60330579,87.60330579,87.90322581,87.60330579,87.60330579,87.60330579,87.67123288,87.67123288,63.127,63.063,63.553,59.747,58.996,58.26,57.535,56.818,57.07,57.174,57.291,57.416,57.309,65.711,65.151,65.474,61.639,60.898,60.166,59.436,58.7,59.31,59.026,58.79,58.549,58.489
SLV,El Salvador,Medium,LAC,85,0.508,0.511,0.482,0.435,0.433,0.412,0.405,0.4,0.388,0.386,0.384,0.384,0.383,89,73,62,54,53,52,50,49,48,47,46,101.2,95.162,88.662,82.496,80.6998,78.9036,77.1074,75.3112,73.515,72.501,71.487,70.473,69.459,19.96,26.66,34.2,39.04561,36.01186,36.81592,38.01116,39.44261475,40.8740695,40.09236,39.9476,39.9476,39.9476,23.11,31.77,36.18292143,44.74485,41.75951,43.5699,44.84251,46.09316871,47.34382741,47.87677856,47.87677856,46.28972,46.38389461,15.47619048,15.47619048,9.523809524,10.71428571,19.04761905,19.04761905,26.19047619,26.19047619,27.38095238,32.14285714,32.14285714,32.14285714,30.95238095,30.95238095,84.52380952,84.52380952,90.47619048,89.28571429,80.95238095,80.95238095,73.80952381,73.80952381,72.61904762,67.85714286,67.85714286,67.85714286,69.04761905,69.04761905,43.143,45.425,45.474,45.964,45.693,46.605,47.586,46.157,45.156,46,45.363,45.121,45.32,83.231,79.817,79.039,76.59,76.572,76.971,76.63,75.656,75.28,75.787,75.853,75.584,75.74
SMR,San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.66666667,11.66666667,13.33333333,16.66666667,16.66666667,18.33333333,16.66666667,18.33333333,18.33333333,16.66666667,23.33333333,26.66666667,26.66666667,25,88.33333333,88.33333333,86.66666667,83.33333333,83.33333333,81.66666667,83.33333333,81.66666667,81.66666667,83.33333333,76.66666667,73.33333333,73.33333333,75,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Somalia,,AS,,,,,,,,,,,,,,,1330,1210,1040,985,955,943,893,878,855,865,829,101.73,126.605,127.378,127.118,123.7696,120.4212,117.0728,113.7244,110.376,107.80325,105.2305,102.65775,100.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6.776556777,6.776556777,13.81818182,13.81818182,13.81818182,13.81818182,,24.31610942,24.31610942,24.31610942,,,,92,93.22344322,93.22344322,86.18181818,86.18181818,86.18181818,86.18181818,,75.68389058,75.68389058,75.68389058,23.709,21.897,21.067,20.505,20.481,20.586,20.784,21,21.191,21.377,21.561,21.739,21.755,77.09,76.997,76.117,74.759,74.479,74.193,73.931,73.714,73.553,73.495,73.504,73.548,73.61
